run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.030256,200,12.053204
1,200,0.121532,200,11.008466
2,200,0.09707,200,10.136137
3,200,0.166673,200,10.29211
4,200,0.109448,200,10.931257
5,200,0.161533,200,9.656036
6,200,0.09237,200,9.860609
