run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,408,30.032826,0,0.0
1,200,0.173644,200,11.447807
2,408,30.035264,0,0.0
3,200,0.190044,200,10.923987
4,408,30.037274,0,0.0
5,200,0.143888,200,11.426366
6,408,30.031348,0,0.0
