sql_limit,varied,weight,archetype,score
20000,energy,0.300000,computeToData,0.215493
20000,energy,0.300000,dataThroughTtp-compressed,0.086598
20000,energy,0.300000,dataThroughTtp,0.085974
20000,energy,0.350000,dataThroughTtp-cached,0.946908
20000,energy,0.350000,computeToData-cached,0.925426
20000,energy,0.350000,computeToData-compressed,0.227750
20000,energy,0.350000,computeToData,0.205829
20000,energy,0.350000,dataThroughTtp-compressed,0.075264
20000,energy,0.350000,dataThroughTtp,0.074889
20000,energy,0.400000,dataThroughTtp-cached,0.953888
20000,energy,0.400000,computeToData-cached,0.935785
20000,energy,0.400000,computeToData-compressed,0.221318
20000,energy,0.400000,computeToData,0.197951
20000,energy,0.400000,dataThroughTtp-compressed,0.064740
20000,energy,0.400000,dataThroughTtp,0.064551
20000,energy,0.450000,dataThroughTtp-cached,0.960101
20000,energy,0.450000,computeToData-cached,0.945188
20000,energy,0.450000,computeToData-compressed,0.216327
20000,energy,0.450000,computeToData,0.191778
20000,energy,0.450000,dataThroughTtp-compressed,0.055217
20000,energy,0.450000,dataThroughTtp,0.055166
20000,energy,0.500000,dataThroughTtp-cached,0.965516
20000,energy,0.500000,computeToData-cached,0.953593
20000,energy,0.500000,computeToData-compressed,0.212552
20000,energy,0.500000,computeToData,0.187072
20000,energy,0.500000,dataThroughTtp,0.046780
20000,energy,0.500000,dataThroughTtp-compressed,0.046722
20000,energy,0.550000,dataThroughTtp-cached,0.970162
20000,energy,0.550000,computeToData-cached,0.961050
20000,energy,0.550000,computeToData-compressed,0.209749
20000,energy,0.550000,computeToData,0.183552
20000,energy,0.550000,dataThroughTtp,0.039348
20000,energy,0.550000,dataThroughTtp-compressed,0.039198
20000,energy,0.600000,dataThroughTtp-cached,0.974093
20000,energy,0.600000,computeToData-cached,0.967646
20000,energy,0.600000,computeToData-compressed,0.207696
20000,energy,0.600000,computeToData,0.180960
20000,energy,0.600000,dataThroughTtp,0.032790
20000,energy,0.600000,dataThroughTtp-compressed,0.032550
20000,energy,0.650000,dataThroughTtp-cached,0.977364
20000,energy,0.650000,computeToData-cached,0.973480
20000,energy,0.650000,computeToData-compressed,0.206210
20000,energy,0.650000,computeToData,0.179077
20000,energy,0.650000,dataThroughTtp,0.027010
20000,energy,0.650000,dataThroughTtp-compressed,0.026675
20000,energy,0.700000,dataThroughTtp-cached,0.980031
20000,energy,0.700000,computeToData-cached,0.978651
20000,energy,0.700000,computeToData-compressed,0.205150
20000,energy,0.700000,computeToData,0.177729
20000,energy,0.700000,dataThroughTtp,0.021919
20000,energy,0.700000,dataThroughTtp-compressed,0.021471
20000,energy,0.750000,computeToData-cached,0.983247
20000,energy,0.750000,dataThroughTtp-cached,0.982140
20000,energy,0.750000,computeToData-compressed,0.204408
20000,energy,0.750000,computeToData,0.176783
20000,energy,0.750000,dataThroughTtp,0.017442
20000,energy,0.750000,dataThroughTtp-compressed,0.016847
20000,energy,0.800000,computeToData-cached,0.987347
20000,energy,0.800000,dataThroughTtp-cached,0.983738
20000,energy,0.800000,computeToData-compressed,0.203901
20000,energy,0.800000,computeToData,0.176136
20000,energy,0.800000,dataThroughTtp,0.013526
20000,energy,0.800000,dataThroughTtp-compressed,0.012723
20000,energy,0.850000,computeToData-cached,0.991019
20000,energy,0.850000,dataThroughTtp-cached,0.984875
20000,energy,0.850000,computeToData-compressed,0.203571
20000,energy,0.850000,computeToData,0.175714
20000,energy,0.850000,dataThroughTtp,0.010153
20000,energy,0.850000,dataThroughTtp-compressed,0.009031
20000,energy,0.900000,computeToData-cached,0.994320
20000,energy,0.900000,dataThroughTtp-cached,0.985605
20000,energy,0.900000,computeToData-compressed,0.203371
20000,energy,0.900000,computeToData,0.175459
20000,energy,0.900000,dataThroughTtp,0.007381
20000,energy,0.900000,dataThroughTtp-compressed,0.005711
20000,energy,0.950000,computeToData-cached,0.997300
20000,energy,0.950000,dataThroughTtp-cached,0.985994
20000,energy,0.950000,computeToData-compressed,0.203269
20000,energy,0.950000,computeToData,0.175328
20000,energy,0.950000,dataThroughTtp,0.005427
20000,energy,0.950000,dataThroughTtp-compressed,0.002715
20000,energy,1.000000,computeToData-cached,1.000000
20000,energy,1.000000,dataThroughTtp-cached,0.986109
20000,energy,1.000000,computeToData-compressed,0.203240
20000,energy,1.000000,computeToData,0.175290
20000,energy,1.000000,dataThroughTtp,0.004708
20000,energy,1.000000,dataThroughTtp-compressed,0.000000
20000,latency,0.000000,dataThroughTtp-cached,0.905774
20000,latency,0.000000,computeToData-cached,0.866898
20000,latency,0.000000,computeToData-compressed,0.219174
20000,latency,0.000000,computeToData,0.195013
20000,latency,0.000000,dataThroughTtp,0.133695
20000,latency,0.000000,dataThroughTtp-compressed,0.133102
20000,latency,0.050000,dataThroughTtp-cached,0.906829
20000,latency,0.050000,computeToData-cached,0.868365
20000,latency,0.050000,computeToData-compressed,0.220469
20000,latency,0.050000,computeToData,0.196625
20000,latency,0.050000,dataThroughTtp,0.132209
20000,latency,0.050000,dataThroughTtp-compressed,0.131696
20000,latency,0.100000,dataThroughTtp-cached,0.910207
20000,latency,0.100000,computeToData-cached,0.873069
20000,latency,0.100000,computeToData-compressed,0.224471
20000,latency,0.100000,computeToData,0.201582
20000,latency,0.100000,dataThroughTtp,0.127447
20000,latency,0.100000,dataThroughTtp-compressed,0.127179
20000,latency,0.150000,dataThroughTtp-cached,0.915846
20000,latency,0.150000,computeToData-cached,0.880950
20000,latency,0.150000,computeToData-compressed,0.230682
20000,latency,0.150000,computeToData,0.209220
20000,latency,0.150000,dataThroughTtp-compressed,0.119584
20000,latency,0.150000,dataThroughTtp,0.119478
20000,latency,0.200000,dataThroughTtp-cached,0.923180
20000,latency,0.200000,computeToData-cached,0.891262
20000,latency,0.200000,computeToData-compressed,0.237943
20000,latency,0.200000,computeToData,0.218077
20000,latency,0.200000,dataThroughTtp-compressed,0.109603
20000,latency,0.200000,dataThroughTtp,0.109069
20000,latency,0.250000,dataThroughTtp-cached,0.931382
20000,latency,0.250000,computeToData-cached,0.902887
20000,latency,0.250000,computeToData-compressed,0.245052
20000,latency,0.250000,computeToData,0.226686
20000,latency,0.250000,dataThroughTtp-compressed,0.098303
20000,latency,0.250000,dataThroughTtp,0.097355
20000,latency,0.300000,dataThroughTtp-cached,0.939677
20000,latency,0.300000,computeToData-cached,0.914767
20000,latency,0.300000,computeToData-compressed,0.251236
20000,latency,0.300000,computeToData,0.234137
20000,latency,0.300000,dataThroughTtp-compressed,0.086726
20000,latency,0.300000,dataThroughTtp,0.085403
20000,latency,0.350000,dataThroughTtp-cached,0.947529
20000,latency,0.350000,computeToData-cached,0.926152
20000,latency,0.350000,computeToData-compressed,0.256217
20000,latency,0.350000,computeToData,0.240118
20000,latency,0.350000,dataThroughTtp-compressed,0.075624
20000,latency,0.350000,dataThroughTtp,0.073965
20000,latency,0.400000,dataThroughTtp-cached,0.954649
20000,latency,0.400000,computeToData-cached,0.936635
20000,latency,0.400000,computeToData-compressed,0.260041
20000,latency,0.400000,computeToData,0.244699
20000,latency,0.400000,dataThroughTtp-compressed,0.065430
20000,latency,0.400000,dataThroughTtp,0.063446
20000,latency,0.450000,dataThroughTtp-cached,0.960932
20000,latency,0.450000,computeToData-cached,0.946060
20000,latency,0.450000,computeToData-compressed,0.262893
20000,latency,0.450000,computeToData,0.248111
20000,latency,0.450000,dataThroughTtp-compressed,0.056320
20000,latency,0.450000,dataThroughTtp,0.053996
20000,latency,0.500000,dataThroughTtp-cached,0.966378
20000,latency,0.500000,computeToData-cached,0.954427
20000,latency,0.500000,computeToData-compressed,0.264984
20000,latency,0.500000,computeToData,0.250610
20000,latency,0.500000,dataThroughTtp-compressed,0.048323
20000,latency,0.500000,dataThroughTtp,0.045613
20000,latency,0.550000,dataThroughTtp-cached,0.971039
20000,latency,0.550000,computeToData-cached,0.961809
20000,latency,0.550000,computeToData-compressed,0.266500
20000,latency,0.550000,computeToData,0.252423
20000,latency,0.550000,dataThroughTtp-compressed,0.041386
20000,latency,0.550000,dataThroughTtp,0.038220
20000,latency,0.600000,dataThroughTtp-cached,0.974979
20000,latency,0.600000,computeToData-cached,0.968313
20000,latency,0.600000,computeToData-compressed,0.267593
20000,latency,0.600000,computeToData,0.253727
20000,latency,0.600000,dataThroughTtp-compressed,0.035431
20000,latency,0.600000,dataThroughTtp,0.031708
20000,latency,0.650000,dataThroughTtp-cached,0.978264
20000,latency,0.650000,computeToData-cached,0.974049
20000,latency,0.650000,computeToData-compressed,0.268373
20000,latency,0.650000,computeToData,0.254659
20000,latency,0.650000,dataThroughTtp-compressed,0.030377
20000,latency,0.650000,dataThroughTtp,0.025966
20000,latency,0.700000,dataThroughTtp-cached,0.980950
20000,latency,0.700000,computeToData-cached,0.979122
20000,latency,0.700000,computeToData-compressed,0.268924
20000,latency,0.700000,computeToData,0.255317
20000,latency,0.700000,dataThroughTtp-compressed,0.026157
20000,latency,0.700000,dataThroughTtp,0.020889
20000,latency,0.750000,computeToData-cached,0.983624
20000,latency,0.750000,dataThroughTtp-cached,0.983086
20000,latency,0.750000,computeToData-compressed,0.269308
20000,latency,0.750000,computeToData,0.255775
20000,latency,0.750000,dataThroughTtp-compressed,0.022717
20000,latency,0.750000,dataThroughTtp,0.016384
20000,latency,0.800000,computeToData-cached,0.987636
20000,latency,0.800000,dataThroughTtp-cached,0.984714
20000,latency,0.800000,computeToData-compressed,0.269569
20000,latency,0.800000,computeToData,0.256087
20000,latency,0.800000,dataThroughTtp-compressed,0.020022
20000,latency,0.800000,dataThroughTtp,0.012370
20000,latency,0.850000,computeToData-cached,0.991226
20000,latency,0.850000,dataThroughTtp-cached,0.985879
20000,latency,0.850000,computeToData-compressed,0.269738
20000,latency,0.850000,computeToData,0.256289
20000,latency,0.850000,dataThroughTtp-compressed,0.018038
20000,latency,0.850000,dataThroughTtp,0.008778
20000,latency,0.900000,computeToData-cached,0.994452
20000,latency,0.900000,dataThroughTtp-cached,0.986633
20000,latency,0.900000,computeToData-compressed,0.269841
20000,latency,0.900000,computeToData,0.256411
20000,latency,0.900000,dataThroughTtp-compressed,0.016722
20000,latency,0.900000,dataThroughTtp,0.005550
20000,latency,0.950000,computeToData-cached,0.997363
20000,latency,0.950000,dataThroughTtp-cached,0.987035
20000,latency,0.950000,computeToData-compressed,0.269893
20000,latency,0.950000,computeToData,0.256473
20000,latency,0.950000,dataThroughTtp-compressed,0.016006
20000,latency,0.950000,dataThroughTtp,0.002638
20000,latency,1.000000,computeToData-cached,1.000000
20000,latency,1.000000,dataThroughTtp-cached,0.987154
20000,latency,1.000000,computeToData-compressed,0.269908
20000,latency,1.000000,computeToData,0.256491
20000,latency,1.000000,dataThroughTtp-compressed,0.015792
20000,latency,1.000000,dataThroughTtp,0.000000
20000,cost,0.000000,computeToData-cached,1.000000
20000,cost,0.000000,dataThroughTtp-cached,0.931001
20000,cost,0.000000,computeToData-compressed,0.246884
20000,cost,0.000000,computeToData,0.228332
20000,cost,0.000000,dataThroughTtp-compressed,0.011233
20000,cost,0.000000,dataThroughTtp,0.003278
20000,cost,0.050000,computeToData-cached,0.983301
20000,cost,0.050000,dataThroughTtp-cached,0.931011
20000,cost,0.050000,computeToData-compressed,0.246838
20000,cost,0.050000,computeToData,0.228291
20000,cost,0.050000,dataThroughTtp-compressed,0.020133
20000,cost,0.050000,dataThroughTtp,0.017041
20000,cost,0.100000,computeToData-cached,0.965388
20000,cost,0.100000,dataThroughTtp-cached,0.931044
20000,cost,0.100000,computeToData-compressed,0.246678
20000,cost,0.100000,computeToData,0.228147
20000,cost,0.100000,dataThroughTtp-compressed,0.036503
20000,cost,0.100000,dataThroughTtp,0.034828
20000,cost,0.150000,computeToData-cached,0.946125
20000,cost,0.150000,dataThroughTtp-cached,0.931108
20000,cost,0.150000,computeToData-compressed,0.246366
20000,cost,0.150000,computeToData,0.227867
20000,cost,0.150000,dataThroughTtp-compressed,0.055281
20000,cost,0.150000,dataThroughTtp,0.054076
20000,cost,0.200000,dataThroughTtp-cached,0.931216
20000,cost,0.200000,computeToData-cached,0.925353
20000,cost,0.200000,computeToData-compressed,0.245848
20000,cost,0.200000,computeToData,0.227401
20000,cost,0.200000,dataThroughTtp-compressed,0.075879
20000,cost,0.200000,dataThroughTtp,0.074862
20000,cost,0.250000,dataThroughTtp-cached,0.931382
20000,cost,0.250000,computeToData-cached,0.902887
20000,cost,0.250000,computeToData-compressed,0.245052
20000,cost,0.250000,computeToData,0.226686
20000,cost,0.250000,dataThroughTtp-compressed,0.098303
20000,cost,0.250000,dataThroughTtp,0.097355
20000,cost,0.300000,dataThroughTtp-cached,0.931627
20000,cost,0.300000,computeToData-cached,0.878511
20000,cost,0.300000,computeToData-compressed,0.243879
20000,cost,0.300000,computeToData,0.225632
20000,cost,0.300000,dataThroughTtp-compressed,0.122706
20000,cost,0.300000,dataThroughTtp,0.121763
20000,cost,0.350000,dataThroughTtp-cached,0.931981
20000,cost,0.350000,computeToData-cached,0.851971
20000,cost,0.350000,computeToData-compressed,0.242195
20000,cost,0.350000,computeToData,0.224117
20000,cost,0.350000,dataThroughTtp-compressed,0.149312
20000,cost,0.350000,dataThroughTtp,0.148340
20000,cost,0.400000,dataThroughTtp-cached,0.932485
20000,cost,0.400000,computeToData-cached,0.822966
20000,cost,0.400000,computeToData-compressed,0.239814
20000,cost,0.400000,computeToData,0.221972
20000,cost,0.400000,dataThroughTtp-compressed,0.178410
20000,cost,0.400000,dataThroughTtp,0.177384
20000,cost,0.450000,dataThroughTtp-cached,0.933200
20000,cost,0.450000,computeToData-cached,0.791135
20000,cost,0.450000,computeToData-compressed,0.236482
20000,cost,0.450000,computeToData,0.218967
20000,cost,0.450000,dataThroughTtp-compressed,0.210349
20000,cost,0.450000,dataThroughTtp,0.209256
20000,cost,0.500000,dataThroughTtp-cached,0.934210
20000,cost,0.500000,computeToData-cached,0.756043
20000,cost,0.500000,dataThroughTtp-compressed,0.245556
20000,cost,0.500000,dataThroughTtp,0.244388
20000,cost,0.500000,computeToData-compressed,0.231851
20000,cost,0.500000,computeToData,0.214783
20000,cost,0.550000,dataThroughTtp-cached,0.935634
20000,cost,0.550000,computeToData-cached,0.717164
20000,cost,0.550000,dataThroughTtp-compressed,0.284553
20000,cost,0.550000,dataThroughTtp,0.283307
20000,cost,0.550000,computeToData-compressed,0.225458
20000,cost,0.550000,computeToData,0.208992
20000,cost,0.600000,dataThroughTtp-cached,0.937643
20000,cost,0.600000,computeToData-cached,0.673848
20000,cost,0.600000,dataThroughTtp-compressed,0.327981
20000,cost,0.600000,dataThroughTtp,0.326659
20000,cost,0.600000,computeToData-compressed,0.216700
20000,cost,0.600000,computeToData,0.201033
20000,cost,0.650000,dataThroughTtp-cached,0.940468
20000,cost,0.650000,computeToData-cached,0.625291
20000,cost,0.650000,dataThroughTtp-compressed,0.376637
20000,cost,0.650000,dataThroughTtp,0.375248
20000,cost,0.650000,computeToData-compressed,0.204836
20000,cost,0.650000,computeToData,0.190207
20000,cost,0.700000,dataThroughTtp-cached,0.944411
20000,cost,0.700000,computeToData-cached,0.570480
20000,cost,0.700000,dataThroughTtp-compressed,0.431519
20000,cost,0.700000,dataThroughTtp,0.430083
20000,cost,0.700000,computeToData-compressed,0.189034
20000,cost,0.700000,computeToData,0.175719
20000,cost,0.750000,dataThroughTtp-cached,0.949816
20000,cost,0.750000,computeToData-cached,0.508123
20000,cost,0.750000,dataThroughTtp-compressed,0.493904
20000,cost,0.750000,dataThroughTtp,0.492450
20000,cost,0.750000,computeToData-compressed,0.168513
20000,cost,0.750000,computeToData,0.156805
20000,cost,0.800000,dataThroughTtp-cached,0.956996
20000,cost,0.800000,dataThroughTtp-compressed,0.565439
20000,cost,0.800000,dataThroughTtp,0.564016
20000,cost,0.800000,computeToData-cached,0.436547
20000,cost,0.800000,computeToData-compressed,0.142779
20000,cost,0.800000,computeToData,0.132963
20000,cost,0.850000,dataThroughTtp-cached,0.966068
20000,cost,0.850000,dataThroughTtp-compressed,0.648295
20000,cost,0.850000,dataThroughTtp,0.646978
20000,cost,0.850000,computeToData-cached,0.353545
20000,cost,0.850000,computeToData-compressed,0.111913
20000,cost,0.850000,computeToData,0.104243
20000,cost,0.900000,dataThroughTtp-cached,0.976767
20000,cost,0.900000,dataThroughTtp-compressed,0.745389
20000,cost,0.900000,dataThroughTtp,0.744293
20000,cost,0.900000,computeToData-cached,0.256142
20000,cost,0.900000,computeToData-compressed,0.076756
20000,cost,0.900000,computeToData,0.071454
20000,cost,0.950000,dataThroughTtp-cached,0.988390
20000,cost,0.950000,dataThroughTtp-compressed,0.860731
20000,cost,0.950000,dataThroughTtp,0.860039
20000,cost,0.950000,computeToData-cached,0.140236
20000,cost,0.950000,computeToData-compressed,0.038833
20000,cost,0.950000,computeToData,0.036095
20000,cost,1.000000,dataThroughTtp,1.000000
20000,cost,1.000000,dataThroughTtp-cached,1.000000
20000,cost,1.000000,dataThroughTtp-compressed,1.000000
20000,cost,1.000000,computeToData,0.000000
20000,cost,1.000000,computeToData-cached,0.000000
20000,cost,1.000000,computeToData-compressed,0.000000
20000,privacy,0.000000,dataThroughTtp-cached,0.986712
20000,privacy,0.000000,computeToData-cached,0.902661
20000,privacy,0.000000,computeToData-compressed,0.237172
20000,privacy,0.000000,computeToData,0.217963
20000,privacy,0.000000,dataThroughTtp-compressed,0.098536
20000,privacy,0.000000,dataThroughTtp,0.097582
20000,privacy,0.050000,dataThroughTtp-cached,0.982639
20000,privacy,0.050000,computeToData-cached,0.902666
20000,privacy,0.050000,computeToData-compressed,0.237374
20000,privacy,0.050000,computeToData,0.218188
20000,privacy,0.050000,dataThroughTtp-compressed,0.098530
20000,privacy,0.050000,dataThroughTtp,0.097577
20000,privacy,0.100000,dataThroughTtp-cached,0.973098
20000,privacy,0.100000,computeToData-cached,0.902686
20000,privacy,0.100000,computeToData-compressed,0.238072
20000,privacy,0.100000,computeToData,0.218964
20000,privacy,0.100000,dataThroughTtp-compressed,0.098510
20000,privacy,0.100000,dataThroughTtp,0.097557
20000,privacy,0.150000,dataThroughTtp-cached,0.960945
20000,privacy,0.150000,computeToData-cached,0.902724
20000,privacy,0.150000,computeToData-compressed,0.239431
20000,privacy,0.150000,computeToData,0.220473
20000,privacy,0.150000,dataThroughTtp-compressed,0.098471
20000,privacy,0.150000,dataThroughTtp,0.097518
20000,privacy,0.200000,dataThroughTtp-cached,0.946998
20000,privacy,0.200000,computeToData-cached,0.902788
20000,privacy,0.200000,computeToData-compressed,0.241666
20000,privacy,0.200000,computeToData,0.222948
20000,privacy,0.200000,dataThroughTtp-compressed,0.098405
20000,privacy,0.200000,dataThroughTtp,0.097454
20000,privacy,0.250000,dataThroughTtp-cached,0.931382
20000,privacy,0.250000,computeToData-cached,0.902887
20000,privacy,0.250000,computeToData-compressed,0.245052
20000,privacy,0.250000,computeToData,0.226686
20000,privacy,0.250000,dataThroughTtp-compressed,0.098303
20000,privacy,0.250000,dataThroughTtp,0.097355
20000,privacy,0.300000,dataThroughTtp-cached,0.913996
20000,privacy,0.300000,computeToData-cached,0.903034
20000,privacy,0.300000,computeToData-compressed,0.249940
20000,privacy,0.300000,computeToData,0.232059
20000,privacy,0.300000,dataThroughTtp-compressed,0.098153
20000,privacy,0.300000,dataThroughTtp,0.097207
20000,privacy,0.350000,computeToData-cached,0.903248
20000,privacy,0.350000,dataThroughTtp-cached,0.894631
20000,privacy,0.350000,computeToData-compressed,0.256771
20000,privacy,0.350000,computeToData,0.239524
20000,privacy,0.350000,dataThroughTtp-compressed,0.097933
20000,privacy,0.350000,dataThroughTtp,0.096992
20000,privacy,0.400000,computeToData-cached,0.903556
20000,privacy,0.400000,dataThroughTtp-cached,0.872989
20000,privacy,0.400000,computeToData-compressed,0.266086
20000,privacy,0.400000,computeToData,0.249630
20000,privacy,0.400000,dataThroughTtp-compressed,0.097616
20000,privacy,0.400000,dataThroughTtp,0.096681
20000,privacy,0.450000,computeToData-cached,0.903999
20000,privacy,0.450000,dataThroughTtp-cached,0.848682
20000,privacy,0.450000,computeToData-compressed,0.278539
20000,privacy,0.450000,computeToData,0.263024
20000,privacy,0.450000,dataThroughTtp-compressed,0.097161
20000,privacy,0.450000,dataThroughTtp,0.096235
20000,privacy,0.500000,computeToData-cached,0.904640
20000,privacy,0.500000,dataThroughTtp-cached,0.821210
20000,privacy,0.500000,computeToData-compressed,0.294902
20000,privacy,0.500000,computeToData,0.280452
20000,privacy,0.500000,dataThroughTtp-compressed,0.096503
20000,privacy,0.500000,dataThroughTtp,0.095590
20000,privacy,0.550000,computeToData-cached,0.905572
20000,privacy,0.550000,dataThroughTtp-cached,0.789935
20000,privacy,0.550000,computeToData-compressed,0.316071
20000,privacy,0.550000,computeToData,0.302772
20000,privacy,0.550000,dataThroughTtp-compressed,0.095547
20000,privacy,0.550000,dataThroughTtp,0.094652
20000,privacy,0.600000,computeToData-cached,0.906947
20000,privacy,0.600000,dataThroughTtp-cached,0.754020
20000,privacy,0.600000,computeToData-compressed,0.343081
20000,privacy,0.600000,computeToData,0.330960
20000,privacy,0.600000,dataThroughTtp-compressed,0.094137
20000,privacy,0.600000,dataThroughTtp,0.093268
20000,privacy,0.650000,computeToData-cached,0.909004
20000,privacy,0.650000,dataThroughTtp-cached,0.712364
20000,privacy,0.650000,computeToData-compressed,0.377127
20000,privacy,0.650000,computeToData,0.366157
20000,privacy,0.650000,dataThroughTtp-compressed,0.092028
20000,privacy,0.650000,dataThroughTtp,0.091198
20000,privacy,0.700000,computeToData-cached,0.912137
20000,privacy,0.700000,dataThroughTtp-cached,0.663479
20000,privacy,0.700000,computeToData-compressed,0.419623
20000,privacy,0.700000,computeToData,0.409734
20000,privacy,0.700000,dataThroughTtp-compressed,0.088821
20000,privacy,0.700000,dataThroughTtp,0.088047
20000,privacy,0.750000,computeToData-cached,0.916979
20000,privacy,0.750000,dataThroughTtp-cached,0.605315
20000,privacy,0.750000,computeToData-compressed,0.472294
20000,privacy,0.750000,computeToData,0.463401
20000,privacy,0.750000,dataThroughTtp-compressed,0.083874
20000,privacy,0.750000,dataThroughTtp,0.083180
20000,privacy,0.800000,computeToData-cached,0.924513
20000,privacy,0.800000,computeToData-compressed,0.537336
20000,privacy,0.800000,dataThroughTtp-cached,0.534961
20000,privacy,0.800000,computeToData,0.529392
20000,privacy,0.800000,dataThroughTtp-compressed,0.076194
20000,privacy,0.800000,dataThroughTtp,0.075612
20000,privacy,0.850000,computeToData-cached,0.936077
20000,privacy,0.850000,computeToData-compressed,0.617658
20000,privacy,0.850000,computeToData,0.610727
20000,privacy,0.850000,dataThroughTtp-cached,0.448144
20000,privacy,0.850000,dataThroughTtp-compressed,0.064445
20000,privacy,0.850000,dataThroughTtp,0.064006
20000,privacy,0.900000,computeToData-cached,0.952937
20000,privacy,0.900000,computeToData-compressed,0.717266
20000,privacy,0.900000,computeToData,0.711643
20000,privacy,0.900000,dataThroughTtp-cached,0.338326
20000,privacy,0.900000,dataThroughTtp-compressed,0.047384
20000,privacy,0.900000,dataThroughTtp,0.047105
20000,privacy,0.950000,computeToData-cached,0.975072
20000,privacy,0.950000,computeToData-compressed,0.841882
20000,privacy,0.950000,computeToData,0.838298
20000,privacy,0.950000,dataThroughTtp-cached,0.194982
20000,privacy,0.950000,dataThroughTtp-compressed,0.025072
20000,privacy,0.950000,dataThroughTtp,0.024943
20000,privacy,1.000000,computeToData,1.000000
20000,privacy,1.000000,computeToData-cached,1.000000
20000,privacy,1.000000,computeToData-compressed,1.000000
20000,privacy,1.000000,dataThroughTtp,0.000000
20000,privacy,1.000000,dataThroughTtp-cached,0.000000
20000,privacy,1.000000,dataThroughTtp-compressed,0.000000
30000,energy,0.000000,dataThroughTtp-cached,0.926903
30000,energy,0.000000,computeToData-cached,0.896835
30000,energy,0.000000,computeToData-compressed,0.323163
30000,energy,0.000000,computeToData,0.307554
30000,energy,0.000000,dataThroughTtp-compressed,0.106125
30000,energy,0.000000,dataThroughTtp,0.103165
30000,energy,0.050000,dataThroughTtp-cached,0.927782
30000,energy,0.050000,computeToData-cached,0.898091
30000,energy,0.050000,computeToData-compressed,0.320801
30000,energy,0.050000,computeToData,0.304835
30000,energy,0.050000,dataThroughTtp-compressed,0.104789
30000,energy,0.050000,dataThroughTtp,0.101920
30000,energy,0.100000,dataThroughTtp-cached,0.930573
30000,energy,0.100000,computeToData-cached,0.902090
30000,energy,0.100000,computeToData-compressed,0.313481
30000,energy,0.100000,computeToData,0.296403
30000,energy,0.100000,dataThroughTtp-compressed,0.100547
30000,energy,0.100000,dataThroughTtp,0.097951
30000,energy,0.150000,dataThroughTtp-cached,0.935168
30000,energy,0.150000,computeToData-cached,0.908704
30000,energy,0.150000,computeToData-compressed,0.302038
30000,energy,0.150000,computeToData,0.283198
30000,energy,0.150000,dataThroughTtp-compressed,0.093569
30000,energy,0.150000,dataThroughTtp,0.091380
30000,energy,0.200000,dataThroughTtp-cached,0.941027
30000,energy,0.200000,computeToData-cached,0.917208
30000,energy,0.200000,computeToData-compressed,0.288494
30000,energy,0.200000,computeToData,0.267504
30000,energy,0.200000,dataThroughTtp-compressed,0.084658
30000,energy,0.200000,dataThroughTtp,0.082922
30000,energy,0.250000,dataThroughTtp-cached,0.947432
30000,energy,0.250000,computeToData-cached,0.926610
30000,energy,0.250000,computeToData-compressed,0.275009
30000,energy,0.250000,computeToData,0.251759
30000,energy,0.250000,dataThroughTtp-compressed,0.074878
30000,energy,0.250000,dataThroughTtp,0.073558
30000,energy,0.300000,dataThroughTtp-cached,0.953756
30000,energy,0.300000,computeToData-cached,0.936038
30000,energy,0.300000,computeToData-compressed,0.263045
30000,energy,0.300000,computeToData,0.237648
30000,energy,0.300000,dataThroughTtp-compressed,0.065134
30000,energy,0.300000,dataThroughTtp,0.064158
30000,energy,0.350000,dataThroughTtp-cached,0.959597
30000,energy,0.350000,computeToData-cached,0.944923
30000,energy,0.350000,computeToData-compressed,0.253210
30000,energy,0.350000,computeToData,0.225914
30000,energy,0.350000,dataThroughTtp-compressed,0.056001
30000,energy,0.350000,dataThroughTtp,0.055293
30000,energy,0.400000,dataThroughTtp-cached,0.964762
30000,energy,0.400000,computeToData-cached,0.952988
30000,energy,0.400000,computeToData-compressed,0.245519
30000,energy,0.400000,computeToData,0.216629
30000,energy,0.400000,dataThroughTtp-compressed,0.047746
30000,energy,0.400000,dataThroughTtp,0.047245
30000,energy,0.450000,dataThroughTtp-cached,0.969200
30000,energy,0.450000,computeToData-cached,0.960155
30000,energy,0.450000,computeToData-compressed,0.239691
30000,energy,0.450000,computeToData,0.209518
30000,energy,0.450000,dataThroughTtp-compressed,0.040434
30000,energy,0.450000,dataThroughTtp,0.040094
30000,energy,0.500000,dataThroughTtp-cached,0.972934
30000,energy,0.500000,computeToData-cached,0.966456
30000,energy,0.500000,computeToData-compressed,0.235362
30000,energy,0.500000,computeToData,0.204189
30000,energy,0.500000,dataThroughTtp-compressed,0.034019
30000,energy,0.500000,dataThroughTtp,0.033813
30000,energy,0.550000,dataThroughTtp-cached,0.976021
30000,energy,0.550000,computeToData-cached,0.971973
30000,energy,0.550000,computeToData-compressed,0.232189
30000,energy,0.550000,computeToData,0.200254
30000,energy,0.550000,dataThroughTtp-compressed,0.028412
30000,energy,0.550000,dataThroughTtp,0.028323
30000,energy,0.600000,dataThroughTtp-cached,0.978528
30000,energy,0.600000,computeToData-cached,0.976804
30000,energy,0.600000,computeToData-compressed,0.229888
30000,energy,0.600000,computeToData,0.197384
30000,energy,0.600000,dataThroughTtp,0.023529
30000,energy,0.600000,dataThroughTtp-compressed,0.023508
30000,energy,0.650000,computeToData-cached,0.981042
30000,energy,0.650000,dataThroughTtp-cached,0.980525
30000,energy,0.650000,computeToData-compressed,0.228234
30000,energy,0.650000,computeToData,0.195312
