run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.02705,400,6.094488
1,200,0.089962,400,6.084996
2,200,0.069473,400,6.079969
3,200,0.080318,400,6.069635
4,200,0.074041,400,6.074932
5,200,0.09375,400,6.07817
6,200,0.081125,400,6.088181
