run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.022081,200,7.856647
1,200,0.098586,200,8.835999
2,200,0.106156,200,8.920512
3,200,0.08581,200,7.672646
4,200,0.192322,200,8.213662
5,200,0.098735,200,7.471981
6,200,0.102779,200,7.239066
